Report Date,Health District,Sex,Number of Cases,Number of Hospitalizations,Number of Deaths
12/16/2020,Richmond,Male,3677,264,52
12/16/2020,Crater,Female,2883,198,67
12/16/2020,Portsmouth,Female,1930,214,40
12/16/2020,Arlington,Not Reported,20,0,0
12/16/2020,Mount Rogers,Not Reported,80,3,2
12/16/2020,Thomas Jefferson,Not Reported,16,0,0
12/16/2020,Three Rivers,Not Reported,42,1,0
12/16/2020,Hampton,Male,1627,98,22
12/16/2020,Alleghany,Male,3126,84,39
12/16/2020,Roanoke,Female,2671,71,42
12/16/2020,Loudoun,Not Reported,109,0,0
12/16/2020,Fairfax,Female,19513,1196,310
12/16/2020,Western Tidewater,Male,3146,160,93
12/16/2020,Peninsula,Not Reported,63,0,0
12/16/2020,New River,Male,3670,94,29
12/16/2020,Central Shenandoah,Male,6040,242,72
12/16/2020,Southside,Male,1252,63,31
12/16/2020,Chesterfield,Male,5724,313,94
12/16/2020,Arlington,Female,3761,277,72
09/05/2020,Southside,Not Reported,4,0,0
09/05/2020,Chesapeake,Female,2149,177,22
09/05/2020,Richmond,Female,2029,188,18
09/05/2020,Roanoke,Male,573,23,6
09/05/2020,Fairfax,Not Reported,138,2,5
09/05/2020,Thomas Jefferson,Female,1387,88,31
09/05/2020,Chesapeake,Not Reported,5,0,0
09/05/2020,Cumberland Plateau,Male,267,25,4
09/05/2020,Eastern Shore,Female,735,69,26
09/05/2020,Lord Fairfax,Not Reported,13,0,0
09/05/2020,Rappahannock,Not Reported,4,0,0
09/05/2020,Central Shenandoah,Not Reported,5,0,0
09/05/2020,Peninsula,Male,1882,94,25
09/05/2020,Norfolk,Male,2138,152,33
09/05/2020,Alexandria,Female,1808,138,34
09/05/2020,Lenowisco,Male,380,35,9
09/05/2020,Pittsylvania-Danville,Female,808,62,13
09/05/2020,New River,Not Reported,13,0,0
09/05/2020,Chesterfield,Not Reported,130,0,1
09/05/2020,Loudoun,Male,3021,220,46
09/05/2020,Rappahannock Rapidan,Female,1200,66,17
09/05/2020,Piedmont,Female,563,51,10
09/05/2020,Richmond,Male,2021,194,29
09/05/2020,Crater,Female,1437,135,39
09/05/2020,Portsmouth,Female,1259,105,23
09/05/2020,Arlington,Not Reported,6,1,0
09/05/2020,Mount Rogers,Not Reported,14,0,1
09/05/2020,Thomas Jefferson,Not Reported,4,0,0
09/05/2020,Three Rivers,Not Reported,22,0,0
09/05/2020,Hampton,Male,720,36,7
09/05/2020,Alleghany,Male,575,38,9
09/05/2020,Roanoke,Female,648,28,9
09/05/2020,Loudoun,Not Reported,47,0,0
09/05/2020,Fairfax,Female,9729,902,279
09/05/2020,Western Tidewater,Male,1358,91,49
09/05/2020,Peninsula,Not Reported,16,0,0
09/05/2020,New River,Male,855,26,6
09/05/2020,Central Shenandoah,Male,1737,120,33
09/05/2020,Southside,Male,586,40,18
09/05/2020,Chesterfield,Male,2703,163,58
09/05/2020,Arlington,Female,1790,207,67
09/05/2020,Rappahannock,Male,2168,195,40
09/05/2020,Central Virginia,Male,1183,46,11
09/05/2020,Alleghany,Not Reported,7,0,0
09/05/2020,Henrico,Male,2237,196,90
09/05/2020,Thomas Jefferson,Male,1233,83,26
09/05/2020,Lord Fairfax,Male,1341,134,48
09/05/2020,Three Rivers,Male,772,46,9
09/05/2020,Richmond,Not Reported,49,2,2
09/05/2020,Pittsylvania-Danville,Male,669,43,8
09/05/2020,Portsmouth,Not Reported,3,0,0
09/05/2020,Norfolk,Not Reported,2,0,0
09/05/2020,Chesapeake,Male,1745,165,27
09/05/2020,Chickahominy,Female,746,72,22
09/05/2020,Prince William,Male,6604,595,125
09/05/2020,Eastern Shore,Not Reported,9,0,0
09/05/2020,Eastern Shore,Male,712,67,22
09/05/2020,Rappahannock Rapidan,Male,1129,94,20
09/05/2020,Henrico,Not Reported,26,0,0
09/05/2020,Cumberland Plateau,Female,302,24,5
09/05/2020,West Piedmont,Male,742,93,21
09/05/2020,Hampton,Not Reported,5,0,0
09/05/2020,Alexandria,Not Reported,10,0,0
09/05/2020,Western Tidewater,Not Reported,2,0,0
09/05/2020,Cumberland Plateau,Not Reported,0,0,0
09/05/2020,Virginia Beach,Male,2800,157,38
09/05/2020,Alleghany,Female,652,27,14
09/05/2020,Lenowisco,Female,380,32,4
09/05/2020,Virginia Beach,Not Reported,15,0,0
09/05/2020,Western Tidewater,Female,1666,72,45
09/05/2020,Mount Rogers,Male,952,121,46
09/05/2020,Lord Fairfax,Female,1495,119,50
09/05/2020,Piedmont,Not Reported,4,0,0
09/05/2020,Alexandria,Male,1658,164,28
09/05/2020,Pittsylvania-Danville,Not Reported,8,0,0
09/05/2020,West Piedmont,Not Reported,7,0,0
09/05/2020,Loudoun,Female,3098,174,72
09/05/2020,Hampton,Female,889,19,9
09/05/2020,Henrico,Female,2494,191,104
09/05/2020,Prince William,Not Reported,113,1,0
09/05/2020,Chickahominy,Male,554,72,26
09/05/2020,Rappahannock Rapidan,Not Reported,13,0,0
09/05/2020,Peninsula,Female,2022,87,33
09/05/2020,Lenowisco,Not Reported,6,0,0
09/05/2020,Crater,Not Reported,49,2,0
09/05/2020,Chickahominy,Not Reported,6,0,0
09/05/2020,Portsmouth,Male,1015,88,20
09/05/2020,New River,Female,882,12,3
09/05/2020,Rappahannock,Female,2436,167,25
09/05/2020,Central Virginia,Female,1310,38,8
09/05/2020,Roanoke,Not Reported,14,0,0
09/05/2020,West Piedmont,Female,981,112,15
09/05/2020,Mount Rogers,Female,1195,71,28
09/05/2020,Piedmont,Male,1183,76,30
09/05/2020,Chesterfield,Female,2845,146,51
09/05/2020,Fairfax,Male,9201,1203,292
09/05/2020,Crater,Male,1826,117,41
09/05/2020,Central Virginia,Not Reported,20,0,0
09/05/2020,Prince William,Female,6813,453,94
09/05/2020,Virginia Beach,Female,3368,170,33
09/05/2020,Norfolk,Female,2341,156,27
09/05/2020,Three Rivers,Female,549,48,11
09/05/2020,Arlington,Male,1824,268,76
09/05/2020,Central Shenandoah,Female,2038,123,30
09/05/2020,Southside,Female,530,32,21
12/16/2020,Rappahannock,Male,4800,280,60
12/16/2020,Central Virginia,Male,4215,153,58
12/16/2020,Alleghany,Not Reported,119,0,2
12/16/2020,Henrico,Male,4693,309,124
12/16/2020,Thomas Jefferson,Male,3080,158,43
12/16/2020,Lord Fairfax,Male,3815,254,84
12/16/2020,Three Rivers,Male,1829,101,26
12/16/2020,Richmond,Not Reported,117,1,2
12/16/2020,Pittsylvania-Danville,Male,1859,111,35
12/16/2020,Portsmouth,Not Reported,3,0,0
12/16/2020,Norfolk,Not Reported,16,0,0
12/16/2020,Chesapeake,Male,3747,278,43
12/16/2020,Chickahominy,Female,2177,121,42
12/16/2020,Prince William,Male,12128,760,164
12/16/2020,Eastern Shore,Not Reported,9,0,0
12/16/2020,Eastern Shore,Male,915,85,27
12/16/2020,Rappahannock Rapidan,Male,2936,152,34
12/16/2020,Henrico,Not Reported,117,1,0
12/16/2020,Cumberland Plateau,Female,2053,99,19
12/16/2020,West Piedmont,Male,2495,201,61
12/16/2020,Hampton,Not Reported,21,0,0
12/16/2020,Alexandria,Not Reported,18,0,0
12/16/2020,Western Tidewater,Not Reported,8,0,2
12/16/2020,Cumberland Plateau,Not Reported,161,0,0
12/16/2020,Virginia Beach,Male,6296,319,67
12/16/2020,Alleghany,Female,3665,107,65
12/16/2020,Lenowisco,Female,2055,99,50
12/16/2020,Virginia Beach,Not Reported,76,0,0
12/16/2020,Western Tidewater,Female,3081,176,77
12/16/2020,Mount Rogers,Male,3839,274,86
12/16/2020,Lord Fairfax,Female,4561,229,81
12/16/2020,Piedmont,Not Reported,12,0,0
12/16/2020,Alexandria,Male,2992,220,43
12/16/2020,Pittsylvania-Danville,Not Reported,27,2,1
12/16/2020,West Piedmont,Not Reported,16,2,1
12/16/2020,Loudoun,Female,6067,271,90
12/16/2020,Hampton,Female,1905,68,19
12/16/2020,Henrico,Female,5450,330,147
12/16/2020,Prince William,Not Reported,223,2,0
12/16/2020,Chickahominy,Male,2003,130,38
12/16/2020,Rappahannock Rapidan,Not Reported,244,3,0
09/06/2020,Southside,Not Reported,4,0,0
09/06/2020,Chesapeake,Female,2165,178,23
09/06/2020,Richmond,Female,2051,189,18
09/06/2020,Roanoke,Male,585,23,6
09/06/2020,Fairfax,Not Reported,138,2,5
09/06/2020,Thomas Jefferson,Female,1407,88,31
09/06/2020,Chesapeake,Not Reported,5,0,0
09/06/2020,Cumberland Plateau,Male,269,25,4
09/06/2020,Eastern Shore,Female,736,69,26
09/06/2020,Lord Fairfax,Not Reported,13,0,0
09/06/2020,Rappahannock,Not Reported,5,0,0
09/06/2020,Central Shenandoah,Not Reported,7,0,0
09/06/2020,Peninsula,Male,1899,94,25
09/06/2020,Norfolk,Male,2141,152,33
09/06/2020,Alexandria,Female,1821,138,34
09/06/2020,Lenowisco,Male,387,36,9
09/06/2020,Pittsylvania-Danville,Female,834,62,13
09/06/2020,New River,Not Reported,15,0,0
09/06/2020,Chesterfield,Not Reported,131,0,1
09/06/2020,Loudoun,Male,3036,220,46
09/06/2020,Rappahannock Rapidan,Female,1209,66,17
09/06/2020,Piedmont,Female,565,51,10
09/06/2020,Richmond,Male,2036,196,29
09/06/2020,Crater,Female,1452,135,39
09/06/2020,Portsmouth,Female,1261,106,23
09/06/2020,Arlington,Not Reported,6,1,0
09/06/2020,Mount Rogers,Not Reported,14,0,1
09/06/2020,Thomas Jefferson,Not Reported,4,0,0
09/06/2020,Three Rivers,Not Reported,22,0,0
09/06/2020,Hampton,Male,725,37,7
09/06/2020,Alleghany,Male,582,38,9
09/06/2020,Roanoke,Female,669,29,9
09/06/2020,Loudoun,Not Reported,47,0,0
09/06/2020,Fairfax,Female,9784,904,279
09/06/2020,Western Tidewater,Male,1366,91,49
09/06/2020,Peninsula,Not Reported,16,0,0
09/06/2020,New River,Male,931,26,6
09/06/2020,Central Shenandoah,Male,1777,121,33
09/06/2020,Southside,Male,598,40,18
09/06/2020,Chesterfield,Male,2706,164,58
09/06/2020,Arlington,Female,1795,207,67
09/06/2020,Rappahannock,Male,2178,196,40
09/06/2020,Central Virginia,Male,1195,46,11
09/06/2020,Alleghany,Not Reported,7,0,0
09/06/2020,Henrico,Male,2251,197,90
09/06/2020,Thomas Jefferson,Male,1253,83,26
09/06/2020,Lord Fairfax,Male,1349,134,48
09/06/2020,Three Rivers,Male,781,46,9
09/06/2020,Richmond,Not Reported,48,2,2
09/06/2020,Pittsylvania-Danville,Male,688,44,8
09/06/2020,Portsmouth,Not Reported,3,0,0
09/06/2020,Norfolk,Not Reported,2,0,0
09/06/2020,Chesapeake,Male,1762,166,27
09/06/2020,Chickahominy,Female,753,72,22
09/06/2020,Prince William,Male,6650,596,125
09/06/2020,Eastern Shore,Not Reported,9,0,0
09/06/2020,Eastern Shore,Male,712,67,22
09/06/2020,Rappahannock Rapidan,Male,1133,94,20
09/06/2020,Henrico,Not Reported,29,0,0
09/06/2020,Cumberland Plateau,Female,306,24,5
09/06/2020,West Piedmont,Male,747,93,21
09/06/2020,Hampton,Not Reported,5,0,0
09/06/2020,Alexandria,Not Reported,10,0,0
09/06/2020,Western Tidewater,Not Reported,2,0,0
09/06/2020,Cumberland Plateau,Not Reported,0,0,0
09/06/2020,Virginia Beach,Male,2817,158,38
09/06/2020,Alleghany,Female,666,27,14
09/06/2020,Lenowisco,Female,390,33,4
09/06/2020,Virginia Beach,Not Reported,16,0,0
09/06/2020,Western Tidewater,Female,1682,75,45
09/06/2020,Mount Rogers,Male,978,123,46
09/06/2020,Lord Fairfax,Female,1500,119,50
09/06/2020,Piedmont,Not Reported,4,0,0
09/06/2020,Alexandria,Male,1669,164,28
09/06/2020,Pittsylvania-Danville,Not Reported,8,0,0
09/06/2020,West Piedmont,Not Reported,7,0,0
09/06/2020,Loudoun,Female,3115,174,72
09/06/2020,Hampton,Female,898,20,9
09/06/2020,Henrico,Female,2515,193,104
09/06/2020,Prince William,Not Reported,114,1,0
09/06/2020,Chickahominy,Male,560,72,26
09/06/2020,Rappahannock Rapidan,Not Reported,16,0,0
09/06/2020,Peninsula,Female,2043,87,33
09/06/2020,Lenowisco,Not Reported,6,0,0
09/06/2020,Crater,Not Reported,60,2,0
09/06/2020,Chickahominy,Not Reported,6,0,0
09/06/2020,Portsmouth,Male,1019,88,20
09/06/2020,New River,Female,979,12,3
09/06/2020,Rappahannock,Female,2457,168,25
09/06/2020,Central Virginia,Female,1330,38,8
09/06/2020,Roanoke,Not Reported,13,0,0
09/06/2020,West Piedmont,Female,990,112,15
09/06/2020,Mount Rogers,Female,1218,71,28
09/06/2020,Piedmont,Male,1183,76,30
09/06/2020,Chesterfield,Female,2848,147,51
09/06/2020,Fairfax,Male,9252,1204,292
09/06/2020,Crater,Male,1848,117,41
09/06/2020,Central Virginia,Not Reported,23,0,0
09/06/2020,Prince William,Female,6866,454,94
09/06/2020,Virginia Beach,Female,3390,170,33
09/06/2020,Norfolk,Female,2341,156,27
09/06/2020,Three Rivers,Female,557,48,11
09/06/2020,Arlington,Male,1831,268,76
09/06/2020,Central Shenandoah,Female,2086,123,30
09/06/2020,Southside,Female,538,33,21
12/16/2020,Peninsula,Female,4155,159,56
12/16/2020,Lenowisco,Not Reported,75,1,0
12/16/2020,Crater,Not Reported,78,3,0
12/16/2020,Chickahominy,Not Reported,59,0,0
12/16/2020,Portsmouth,Male,1744,173,33
12/16/2020,New River,Female,4165,106,45
12/16/2020,Rappahannock,Female,5378,255,46
12/16/2020,Central Virginia,Female,4820,142,42
12/16/2020,Roanoke,Not Reported,18,0,0
12/16/2020,West Piedmont,Female,3203,213,58
12/16/2020,Mount Rogers,Female,4676,250,99
12/16/2020,Piedmont,Male,2496,125,49
12/16/2020,Chesterfield,Female,6393,308,85
12/16/2020,Fairfax,Male,18324,1557,348
12/16/2020,Crater,Male,3621,166,57
12/16/2020,Central Virginia,Not Reported,271,2,1
12/16/2020,Prince William,Female,12775,597,117
12/16/2020,Virginia Beach,Female,7080,325,62
12/16/2020,Norfolk,Female,3848,269,48
12/16/2020,Three Rivers,Female,1818,99,25
12/16/2020,Arlington,Male,3813,352,94
12/16/2020,Central Shenandoah,Female,6581,231,64
12/16/2020,Southside,Female,1347,59,39
12/23/2020,Chesterfield,Not Reported,219,0,4
12/23/2020,Loudoun,Male,6455,344,63
12/23/2020,Rappahannock Rapidan,Female,2696,121,28
12/23/2020,Piedmont,Female,1611,103,21
12/23/2020,Richmond,Male,3967,269,55
12/23/2020,Crater,Female,3063,210,69
12/23/2020,Portsmouth,Female,2118,222,43
12/23/2020,Arlington,Not Reported,25,0,0
12/23/2020,Mount Rogers,Not Reported,104,2,2
12/23/2020,Thomas Jefferson,Not Reported,17,0,0
12/23/2020,Three Rivers,Not Reported,44,1,0
12/23/2020,Hampton,Male,1813,109,23
12/23/2020,Alleghany,Male,3476,94,44
12/23/2020,Roanoke,Female,2808,72,45
12/23/2020,Loudoun,Not Reported,121,0,0
12/23/2020,Fairfax,Female,21064,1263,317
12/23/2020,Western Tidewater,Male,3384,171,93
12/23/2020,Peninsula,Not Reported,65,0,0
09/07/2020,Southside,Not Reported,4,0,0
09/07/2020,Chesapeake,Female,2175,179,23
09/07/2020,Richmond,Female,2062,191,18
09/07/2020,Roanoke,Male,596,23,6
09/07/2020,Fairfax,Not Reported,140,2,5
09/07/2020,Thomas Jefferson,Female,1413,88,31
09/07/2020,Chesapeake,Not Reported,5,0,0
09/07/2020,Cumberland Plateau,Male,269,25,4
09/07/2020,Eastern Shore,Female,736,69,26
09/07/2020,Lord Fairfax,Not Reported,13,0,0
09/07/2020,Rappahannock,Not Reported,6,0,0
09/07/2020,Central Shenandoah,Not Reported,7,0,0
09/07/2020,Peninsula,Male,1904,94,25
09/07/2020,Norfolk,Male,2168,152,33
09/07/2020,Alexandria,Female,1826,138,34
09/07/2020,Lenowisco,Male,390,36,9
09/07/2020,Pittsylvania-Danville,Female,839,63,14
09/07/2020,New River,Not Reported,16,0,0
09/07/2020,Chesterfield,Not Reported,132,0,1
09/07/2020,Loudoun,Male,3047,220,46
09/07/2020,Rappahannock Rapidan,Female,1215,66,18
09/07/2020,Piedmont,Female,572,51,10
09/07/2020,Richmond,Male,2043,196,29
09/07/2020,Crater,Female,1457,135,39
09/07/2020,Portsmouth,Female,1264,106,23
09/07/2020,Arlington,Not Reported,6,1,0
09/07/2020,Mount Rogers,Not Reported,14,0,1
09/07/2020,Thomas Jefferson,Not Reported,4,0,0
09/07/2020,Three Rivers,Not Reported,22,0,0
09/07/2020,Hampton,Male,726,37,7
09/07/2020,Alleghany,Male,594,38,9
09/07/2020,Roanoke,Female,696,29,9
09/07/2020,Loudoun,Not Reported,48,0,0
09/07/2020,Fairfax,Female,9830,904,279
09/07/2020,Western Tidewater,Male,1379,92,49
09/07/2020,Peninsula,Not Reported,16,0,0
09/07/2020,New River,Male,941,26,6
09/07/2020,Central Shenandoah,Male,1808,121,33
09/07/2020,Southside,Male,600,40,18
09/07/2020,Chesterfield,Male,2709,164,58
09/07/2020,Arlington,Female,1799,207,67
09/07/2020,Rappahannock,Male,2188,196,40
09/07/2020,Central Virginia,Male,1202,47,11
09/07/2020,Alleghany,Not Reported,7,0,0
09/07/2020,Henrico,Male,2257,197,90
09/07/2020,Thomas Jefferson,Male,1258,84,26
09/07/2020,Lord Fairfax,Male,1357,134,48
09/07/2020,Three Rivers,Male,786,46,9
09/07/2020,Richmond,Not Reported,48,2,2
09/07/2020,Pittsylvania-Danville,Male,691,45,9
09/07/2020,Portsmouth,Not Reported,3,0,0
09/07/2020,Norfolk,Not Reported,2,0,0
09/07/2020,Chesapeake,Male,1766,167,27
09/07/2020,Chickahominy,Female,759,72,22
09/07/2020,Prince William,Male,6670,597,125
09/07/2020,Eastern Shore,Not Reported,9,0,0
09/07/2020,Eastern Shore,Male,712,67,22
09/07/2020,Rappahannock Rapidan,Male,1140,94,22
09/07/2020,Henrico,Not Reported,30,0,0
09/07/2020,Cumberland Plateau,Female,309,24,5
09/07/2020,West Piedmont,Male,750,93,21
09/07/2020,Hampton,Not Reported,5,0,0
09/07/2020,Alexandria,Not Reported,10,0,0
09/07/2020,Western Tidewater,Not Reported,2,0,0
09/07/2020,Cumberland Plateau,Not Reported,0,0,0
09/07/2020,Virginia Beach,Male,2818,158,38
09/07/2020,Alleghany,Female,680,27,14
09/07/2020,Lenowisco,Female,394,33,4
09/07/2020,Virginia Beach,Not Reported,16,0,0
09/07/2020,Western Tidewater,Female,1686,75,45
09/07/2020,Mount Rogers,Male,995,123,46
09/07/2020,Lord Fairfax,Female,1502,120,50
09/07/2020,Piedmont,Not Reported,4,0,0
09/07/2020,Alexandria,Male,1675,164,28
09/07/2020,Pittsylvania-Danville,Not Reported,8,0,0
09/07/2020,West Piedmont,Not Reported,7,0,0
09/07/2020,Loudoun,Female,3128,175,72
09/07/2020,Hampton,Female,898,20,9
09/07/2020,Henrico,Female,2519,193,104
09/07/2020,Prince William,Not Reported,115,2,0
09/07/2020,Chickahominy,Male,567,72,26
09/07/2020,Rappahannock Rapidan,Not Reported,15,0,0
09/07/2020,Peninsula,Female,2053,89,34
09/07/2020,Lenowisco,Not Reported,6,0,0
09/07/2020,Crater,Not Reported,60,2,0
09/07/2020,Chickahominy,Not Reported,6,0,0
09/07/2020,Portsmouth,Male,1019,88,20
09/07/2020,New River,Female,992,12,3
09/07/2020,Rappahannock,Female,2464,168,25
09/07/2020,Central Virginia,Female,1342,39,8
09/07/2020,Roanoke,Not Reported,13,0,0
09/07/2020,West Piedmont,Female,996,112,15
09/07/2020,Mount Rogers,Female,1257,73,28
09/07/2020,Piedmont,Male,1186,76,30
09/07/2020,Chesterfield,Female,2849,147,51
09/07/2020,Fairfax,Male,9276,1205,292
09/07/2020,Crater,Male,1851,117,41
09/07/2020,Central Virginia,Not Reported,24,0,0
09/07/2020,Prince William,Female,6887,454,94
09/07/2020,Virginia Beach,Female,3392,170,33
09/07/2020,Norfolk,Female,2363,156,27
09/07/2020,Three Rivers,Female,557,48,11
09/07/2020,Arlington,Male,1835,268,76
09/07/2020,Central Shenandoah,Female,2126,124,30
09/07/2020,Southside,Female,538,34,21
12/17/2020,Southside,Not Reported,16,0,0
12/17/2020,Chesapeake,Female,4200,296,47
12/17/2020,Richmond,Female,4089,264,33
12/17/2020,Roanoke,Male,2034,65,39
12/17/2020,Fairfax,Not Reported,257,2,6
12/17/2020,Thomas Jefferson,Female,3379,166,44
12/17/2020,Chesapeake,Not Reported,18,0,0
12/17/2020,Cumberland Plateau,Male,1860,102,31
12/17/2020,Eastern Shore,Female,1001,82,26
12/17/2020,Lord Fairfax,Not Reported,53,0,0
12/17/2020,Rappahannock,Not Reported,154,0,0
12/17/2020,Central Shenandoah,Not Reported,285,0,0
12/17/2020,Peninsula,Male,3855,178,52
12/17/2020,Norfolk,Male,3739,251,53
12/17/2020,Alexandria,Female,3388,183,39
12/17/2020,Lenowisco,Male,1811,115,53
12/17/2020,Pittsylvania-Danville,Female,2401,165,51
12/17/2020,New River,Not Reported,58,0,1
12/17/2020,Chesterfield,Not Reported,184,0,4
12/17/2020,Loudoun,Male,6059,335,64
12/17/2020,Rappahannock Rapidan,Female,2517,112,28
12/17/2020,Piedmont,Female,1492,99,21
12/17/2020,Richmond,Male,3700,264,52
12/17/2020,Crater,Female,2911,198,67
12/17/2020,Portsmouth,Female,1948,214,40
12/17/2020,Arlington,Not Reported,20,0,0
12/17/2020,Mount Rogers,Not Reported,84,3,2
12/17/2020,Thomas Jefferson,Not Reported,12,0,0
12/17/2020,Three Rivers,Not Reported,42,1,0
12/17/2020,Hampton,Male,1662,105,22
12/17/2020,Alleghany,Male,3180,87,39
12/17/2020,Roanoke,Female,2702,71,44
12/17/2020,Loudoun,Not Reported,114,0,0
12/17/2020,Fairfax,Female,19717,1205,311
12/17/2020,Western Tidewater,Male,3176,161,93
12/17/2020,Peninsula,Not Reported,63,0,0
12/17/2020,New River,Male,3734,94,30
12/17/2020,Central Shenandoah,Male,6194,246,73
12/17/2020,Southside,Male,1262,63,31
12/17/2020,Chesterfield,Male,5779,317,95
12/17/2020,Arlington,Female,3790,279,72
09/08/2020,Southside,Not Reported,4,0,0
09/08/2020,Chesapeake,Female,2187,180,23
09/08/2020,Richmond,Female,2074,191,18
09/08/2020,Roanoke,Male,596,23,6
09/08/2020,Fairfax,Not Reported,142,2,5
09/08/2020,Thomas Jefferson,Female,1414,89,31
09/08/2020,Chesapeake,Not Reported,5,0,0
09/08/2020,Cumberland Plateau,Male,272,25,4
09/08/2020,Eastern Shore,Female,737,69,26
09/08/2020,Lord Fairfax,Not Reported,14,0,0
09/08/2020,Rappahannock,Not Reported,5,0,0
09/08/2020,Central Shenandoah,Not Reported,8,0,0
09/08/2020,Peninsula,Male,1919,94,25
09/08/2020,Norfolk,Male,2164,153,33
09/08/2020,Alexandria,Female,1832,138,34
09/08/2020,Lenowisco,Male,392,37,9
09/08/2020,Pittsylvania-Danville,Female,851,63,14
09/08/2020,New River,Not Reported,16,0,0
09/08/2020,Chesterfield,Not Reported,130,0,1
09/08/2020,Loudoun,Male,3069,220,46
09/08/2020,Rappahannock Rapidan,Female,1220,66,18
09/08/2020,Piedmont,Female,577,51,10
09/08/2020,Richmond,Male,2054,197,29
09/08/2020,Crater,Female,1468,135,39
09/08/2020,Portsmouth,Female,1277,106,23
09/08/2020,Arlington,Not Reported,6,1,0
09/08/2020,Mount Rogers,Not Reported,13,0,1
09/08/2020,Thomas Jefferson,Not Reported,4,0,0
09/08/2020,Three Rivers,Not Reported,22,0,0
09/08/2020,Hampton,Male,727,37,7
09/08/2020,Alleghany,Male,597,39,9
09/08/2020,Roanoke,Female,697,29,9
09/08/2020,Loudoun,Not Reported,48,0,0
09/08/2020,Fairfax,Female,9864,905,279
09/08/2020,Western Tidewater,Male,1390,92,49
09/08/2020,Peninsula,Not Reported,16,0,0
09/08/2020,New River,Male,952,26,6
09/08/2020,Central Shenandoah,Male,1891,122,33
09/08/2020,Southside,Male,609,40,18
09/08/2020,Chesterfield,Male,2724,165,58
09/08/2020,Arlington,Female,1806,209,67
09/08/2020,Rappahannock,Male,2201,198,40
09/08/2020,Central Virginia,Male,1203,48,11
09/08/2020,Alleghany,Not Reported,7,0,0
09/08/2020,Henrico,Male,2278,197,90
09/08/2020,Thomas Jefferson,Male,1270,85,26
09/08/2020,Lord Fairfax,Male,1361,134,48
09/08/2020,Three Rivers,Male,790,46,9
09/08/2020,Richmond,Not Reported,48,2,2
09/08/2020,Pittsylvania-Danville,Male,696,45,9
09/08/2020,Portsmouth,Not Reported,3,0,0
09/08/2020,Norfolk,Not Reported,2,0,0
09/08/2020,Chesapeake,Male,1770,168,27
09/08/2020,Chickahominy,Female,765,72,22
09/08/2020,Prince William,Male,6699,598,125
09/08/2020,Eastern Shore,Not Reported,9,0,0
09/08/2020,Eastern Shore,Male,712,67,22
09/08/2020,Rappahannock Rapidan,Male,1147,94,22
09/08/2020,Henrico,Not Reported,30,0,0
09/08/2020,Cumberland Plateau,Female,315,24,5
09/08/2020,West Piedmont,Male,750,93,21
09/08/2020,Hampton,Not Reported,19,0,0
